id,author,birthDate,deathDate,gender,birthPlace,last,first
957,鈴木梅太郎,1874-04-07,1943-09-20,male,牧之原市,Suzuki,Umetaro
1350,鈴木鼓村,1875-00-00,1931-03-12,,,Suzuki,Koson
1833,鈴木大拙,1870-11-11,1966-07-12,male,本多町,Suzuki,Daisetsu
101,田宮まや,,,,,Tamiya,Maya
975,薄田淳介,1877-05-19,1945-10-09,,,Susukida,Junsuke
1985,薄田太郎,1902-11-01,1967-04-23,male,,Susukida,Taro
1145,ストックトンフランシス・リチャード,1834-04-05,1902-04-19,male,Philadelphia,Stockton,Francis Richard
1026,関寛,1830-00-00,1912-10-15,male,札幌市,Seki,Kan
1402,関口存男,1894-11-21,1958-07-25,male,姫路市,Sekiguchi,Tsugio
1358,関根黙庵,1863-00-00,1923-00-00,male,,Sekine,Mokuan
1606,世礼国男,1897-07-20,1950-01-23,,,Serei,Kunio
617,千家元麿,1888-06-08,1948-03-14,male,東京,Senge,Motomaro
1199,ソログープフョードル,1863-02-17,1927-12-07,male,Saint Petersburg,Sologub,Fedor
1191,高木敏雄,1876-00-00,1922-00-00,male,,Takagi,Toshio
1371,高頭仁兵衛,1877-05-20,1958-04-06,male,新潟県,Takato,Jinbe
116,鷹野つぎ,1890-08-15,1943-03-19,female,浜松市,Takano,Tsugi
1697,高野六郎,1884-09-03,1960-12-15,male,,Takano,Rokurou
1823,高見順,1907-01-30,1965-08-17,male,三国町,Takami,Jun
1540,知里真志保,1909-02-24,1961-06-09,male,登別市,Chiri,Mashiho
1780,高群逸枝,1894-01-18,1964-06-07,female,熊本県,Takamure,Itsue
634,田口卯吉,1855-06-13,1905-04-13,male,東京都,Taguchi,Ukichi
636,竹内勝太郎,1894-10-20,1935-06-25,male,京都府,Takeuchi,Katsutaro
1675,竹内浩三,1921-05-12,1945-04-09,male,,Takeuchi,Kozo
977,竹越三叉,1865-11-22,1950-01-12,male,Honjō-shuku,Takekoshi,Sansa
189,武田麟太郎,1904-05-09,1946-03-31,male,大阪市,Takeda,Rintaro
1075,タゴールラビンドラナート,1861-05-06,1941-08-07,male,Kolkata,Tagore,Rabindranath
1184,手塚寿郎,1887-00-00,1943-00-00,male,栃木県,Tezuka,Sumio
904,田沢稲舟,1874-12-28,1896-09-10,female,Tsuruoka,Tazawa,Inabune
1624,陀田勘助,1902-01-15,1931-08-22,,,Dada,Kansuke
1782,辰野九紫,1892-07-16,1962-08-06,male,鳥取市,Tatsuno,Kyushi
1796,辰野隆,1888-03-01,1964-02-28,male,東京都,Tatsuno,Yutaka
1122,戸川明三,1871-02-07,1939-07-09,,,Togawa,Meizo
1610,田辺孝次,1890-00-00,1945-00-00,male,金沢市,Tanabe,Takatsugu
272,谷譲次,1900-01-17,1935-06-29,male,Sado district,Tani,Joji
273,田畑修一郎,1903-09-02,1943-07-23,male,,Tabata,Shuichiro
1634,田村乙彦,1911-12-10,1945-04-15,,,Tamura,Otohiko
1226,田村松魚,1877-00-00,1948-00-00,male,,Tamura,Shogyo
655,田村俊子,1884-04-25,1945-04-16,female,東京,Tamura,Toshiko
678,富永太郎,1901-05-04,1925-11-12,male,東京,Tominaga,Taro
1635,丹沢明,1904-00-00,1944-00-00,,,Tanzawa,Akira
274,談洲楼燕枝　二代,1879-00-00,1935-00-00,,,Danshuro,Enshi Nidai
1722,ダンセイニロード,1878-07-24,1957-10-25,male,London,Dunsany,Lord
1557,丹波敬三,1854-00-00,1927-00-00,male,大阪府,Tanba,Keizo
365,チリコフオイゲン,1864-00-00,1932-00-00,,,Chirikov,Evgenii
1057,陳玄祐,,,,,Chen,Xuanyou
1876,塚原健二郎,1895-02-16,1965-08-07,male,,Tsukahara,Kenjiro
660,塚原渋柿園,1848-04-04,1917-07-05,unknown,,Tsukahara,Jushien
934,塚原蓼洲,1848-03-01,1917-07-05,,,Tsukahara,Ryoshu
277,辻村伊助,1886-04-22,1923-09-01,male,神奈川県,Tsujimura,Isuke
1671,津田黄昏,1873-10-03,1961-12-04,,,Tsuda,Tasogare
1322,津田真道,1829-07-25,1903-09-03,male,津山市,Tsuda,Mamichi
344,土田杏村,1891-01-15,1934-04-25,male,,Tsuchida,Kyoson
87,綱島梁川,1873-05-27,1907-09-14,male,,Tsunashima,Ryosen
1939,恒藤恭,1888-12-03,1967-11-02,male,松江市,Tsuneto,Kyo
1674,鶴彬,1909-01-01,1938-09-14,male,,Tsuru,Akira
884,ディモフオシップ,1878-00-00,1959-00-00,,,Dymow,Ossip
1087,デフォーダニエル,1659-00-00,1731-04-26,male,Ward of Cripplegate,Defoe,Daniel
1084,寺島柾史,1893-10-24,1952-00-00,,,Terashima,Masashi
1198,土井八枝,1879-02-21,1948-05-10,female,,Doi,Yae
1135,ド・ヴィルヌーヴガブリエル=シュザンヌ・バルボ,1695-00-00,1755-00-00,,,de Villeneuve,Gabrielle-Susanne Barbot
1654,濤音,1888-05-28,1953-11-23,,,Toon,
1181,ドーデアルフォンス,1840-03-13,1897-12-17,male,Nîmes,Daudet,Alphonse
1788,十返肇,1914-03-25,1963-08-28,male,高松市,Togaeri,Hajime
669,戸川秋骨,1871-02-07,1939-07-09,male,玉名市,Togawa,Shukotsu
1968,時枝誠記,1900-12-06,1967-10-27,male,東京,Tokieda,Motoki
1369,徳富蘇峰,1863-01-25,1957-11-02,male,上益城郡,Tokutomi,Soho
1611,徳永保之助,1889-08-10,1925-12-13,,,Tokunaga,Yasunosuke
1658,渡久山水鳴,1884-00-00,1911-00-00,,,Tokuyama,Suimei
1455,登張竹風,1873-10-02,1955-01-06,male,江田島,Tobari,Chikufu
149,富岡誠,1897-01-01,1926-10-15,male,福岡県,Tomioka,Makoto
1715,富沢赤黄男,1902-07-14,1962-03-07,male,,Tomizawa,Kakio
1958,富田常雄,1904-01-01,1967-10-16,male,東京,Tomita,Tsuneo
677,富田木歩,1897-04-14,1923-09-01,male,東京都,Tomita,Moppo
282,富ノ沢麟太郎,1899-03-25,1925-02-24,male,Yamagata Prefecture,Tominosawa,Rintaro
923,朝永三十郎,1871-02-05,1951-09-18,male,長崎県,Tomonaga,Sanjuro
1161,鳥谷部春汀,1865-03-29,1908-12-21,male,青森県,Toyabe,Shuntei
47,長尾高弘,1960-00-00,,,,Nagao,Takahiro
692,中島孤島,1878-10-27,1946-04-09,male,,Nakajima,Koto
1851,中島英之,1942-00-00,,,,Nakajima,Hideyuki
1362,豊田喜一郎,1894-06-11,1952-03-27,male,鷲津町,Toyoda,Kiichiro
1900,ドロステ＝ヒュルスホフアネッテ・フォン,1797-01-10,1848-05-25,female,Burg Hülshoff,Droste-Hülshoff,Annette von
2045,中村喜治,,,,,Nakamura,Yoshiharu
1799,中勘助,1885-05-22,1965-05-03,male,東京,Naka,Kansuke
1061,中山省三郎,1904-1-28,1947-5-30,male,茨城県,Nakayama,Sgozaburo
1410,奈倉次郎,1871-00-00,1947-00-00,male,,Nakura,Jiro
869,永崎貢,1908-11-23,1934-12-12,,,Nagasaki,Mitsugu
690,中沢臨川,1878-10-28,1920-08-09,male,伊那市,Nakazawa,Rinsen
1655,長沢佑,1910-02-17,1933-02-17,,,Nagasawa,Tasuku
1910,中島哀浪,1883-07-30,1966-10-29,,,Nakajima,Airo
1636,中島葉那子,1909-12-20,1939-04-20,,,Nakajima,Hanako
697,中戸川吉二,1896-05-20,1942-11-19,male,北海道,Nakatogawa,Kichiji
1637,中野鈴子,1906-01-24,1958-01-05,female,坂井市,Nakano,Suzuko
1905,中野秀人,1898-05-17,1966-05-13,male,Fukuoka,Nakano,Hideto
1008,中浜哲,1897-01-01,1926-10-15,male,Fukuoka Prefecture,Nakahama,Tetsu
1667,仲村渠,1905-10-03,1951-12-04,,,Nakamura,Kare
1996,中村研一,1895-05-14,1967-08-28,male,宗像市,Nakamura,Ken'ichi
702,中村憲吉,1889-01-25,1934-05-05,male,三次市,Nakamura,Kenkichi
1954,中村清太郎,1888-04-30,1967-12-20,male,浅草区,Nakamura,Seitaro
1822,中村地平,1908-02-07,1963-02-26,male,,Nakamura,Chihei
1171,日本童話研究会,,,,,Nihon Dowa Kenkyukai,
181,能美武功,,,,,Nomi,Takenori
1436,中山啓,1895-04-26,1957-10-02,male,,Nakayama,Kei
1587,楢崎竜,1841-07-23,1906-01-15,female,Kyoto,Narasaki,Ryou
1943,成沢玲川,1877-12-14,1962-10-20,,,Narusawa,Reisen
1323,西周,1829-03-07,1897-01-31,male,津和野町,Nishi,Amane
1163,仁科芳雄,1890-12-06,1951-01-10,male,里庄町,Nishina,Yoshio
1617,西村陽吉,1892-04-09,1959-03-22,,,Nishimura,Yokichi
1776,蜷川新,1873-01-14,1959-08-17,male,,Ninagawa,Arata
1359,沼田一雅,1873-05-05,1954-06-05,male,,Numata,Ichiga
1618,根岸正吉,1892-00-00,1922-00-00,,,Negishi,Shokichi
1706,ネグリアダ,1870-02-03,1945-01-11,female,Lodi,Negri,Ada
1927,野上彰,1909-02-15,1967-11-04,male,,Nogami,Akira
939,野口米次郎,1875-12-08,1947-07-13,male,津島市,Noguchi,Yonejiro
1188,野中至,1867-09-19,1955-02-28,male,Chikuzen Province,Nonaka,Itaru
1912,野間清六,1902-02-12,1966-12-13,male,,Noma,Seiroku
1802,野村あらえびす,1882-10-15,1963-04-14,male,Iwate Prefecture,Nomura,Araebisu
1670,野村胡堂,1882-10-15,1963-04-14,male,岩手県,Nomura,Kodo
128,長谷悟,,,,,Hase,Satoru
1619,野村吉哉,1901-11-15,1940-08-29,,,Nomura,Yoshiya
287,野呂栄太郎,1900-04-30,1934-02-19,male,Hokkaido,Noro,Eitaro
1299,ハイドダグラス,1860-01-17,1949-07-12,male,Castlerea,Hyde,Douglas
725,萩原恭次郎,1899-05-23,1938-11-22,male,,Hagiwara,Kyojiro
88,長谷川集平,1955-00-00,,male,姫路市,Hasegawa,Shuhei
1878,早川健治,1989-00-00,,,,Hayakawa,Kenji
900,橋本五郎,1903-05-01,1948-05-29,male,Kotooka,Hashimoto,Goro
1752,橋本多佳子,1898-01-05,1963-05-29,female,東京,Hashimoto,Takako
1412,林田清明,1951-01-01,,male,,Hayashida,Seimei
1726,長谷川伸,1884-03-15,1963-06-11,male,横浜市,Hasegawa,Shin
1338,羽仁もと子,1873-09-08,1957-04-07,female,三戸郡,Hani,Motoko
1989,早川鮎子,1936-00-00,1967-00-00,,,Hayakawa,Ayuko
1972,林譲治,1889-03-24,1960-04-05,male,高知市,Hayashi,Joji
1901,番匠谷英一,1895-08-14,1966-06-17,male,大阪府,Banshoya,Eiichi
208,平井肇,1896-05-17,1946-07-07,male,,Hirai,Hajime
292,原田皐月,1887-00-00,1933-00-00,female,,Harada,Satsuki
1620,波立一,1908-00-00,1937-00-00,,,Haryu,Hajime
1714,平野零児,1897-02-06,1961-08-26,male,兵庫県,Hirano,Reiji
1280,hiro,,,unknown,,hiro,
1979,菱山修三,1909-08-28,1967-08-07,male,東京都,Hishiyama,Shuzo
1809,人見絹枝,1907-01-01,1931-08-02,female,岡山市,Hitomi,Kinue
1167,日野強,1866-01-23,1920-12-23,male,伊予国,Hino,Tsutomu
1986,秘田余四郎,1908-10-15,1967-09-18,male,,Himeda,Yoshiro
1158,ビョルンソンビョルンステェルネ,1832-12-08,1910-04-26,male,Kvikne,Bjornson,Bjornstjerne
1360,平井金三,1859-00-00,1916-00-00,,,Hirai,Kinzo
80,平出修,1878-04-03,1914-03-17,male,新潟県,Hiraide,Shu
343,平田禿木,1873-02-10,1943-03-13,male,東京,Hirata,Tokuboku
1378,平野長蔵,1870-09-05,1930-08-20,male,,Hirano,Chozo
294,平野万里,1885-05-25,1947-02-10,male,埼玉県,Hirano,Banri
1233,福永渙,1886-03-22,1936-05-05,unknown,,Fukunaga,Kiyoshi
1886,藤井英男,1913-03-20,2002-10-01,male,,Fujii,Hideo
1137,婦人文化研究会,,,,,Fujinbunkakenkyukai,
1638,平林彪吾,1903-09-01,1939-04-28,male,,Hirabayashi,Shogo
1292,平山千代子,1925-12-16,1944-08-02,,,Hirayama,Chiyoko
1132,平山蘆江,1882-11-15,1953-04-18,male,神戸市,Hirayama,Roko
359,ヒルシュフェルドゲオルヒ,1873-02-11,1943-01-17,,,Hirschfeld,Georg
1639,広海大治,1910-00-00,1960-08-25,,,Hiroumi,Daiji
295,広津柳浪,1861-07-15,1928-10-15,male,長崎市,Hirotsu,Ryuro
881,ブウテフレデリック,1874-00-00,1941-00-00,,,Boutet,Frederic
1913,深瀬基寛,1895-10-12,1966-08-21,male,,Fukase,Motohiro
298,藤島武二,1867-10-15,1943-03-19,male,池之上町,Fujishima,Takeji
1500,総生寛,1841-00-00,1894-10-09,male,,Fuso,Kan
1710,プラーテンアウグスト,1796-10-24,1835-12-05,,,Platen,August
1951,ブラックウッドアルジャーノン,1869-03-14,1951-12-10,male,Greenwich,Blackwood,Algernon
1651,古川アヤ,1903-11-07,1946-08-04,,,Furukawa,Aya
115,ブレイクウィリアム,1757-11-28,1827-8-12,male,London,Blake,William
882,プレヴォーマルセル,1862-05-01,1941-00-00,male,Paris,Prevost,Marcel
1111,ブロンテシャーロット,1816-04-21,1855-03-31,female,Thornton,Bronte,Charlotte
1709,ベルトランルイ,1807-04-20,1841-04-29,unknown,,Bertrand,Louis
765,逸見猶吉,1907-09-09,1946-05-17,male,古河市,Henmi,Yukichi
1051,蒲松齢,1640-06-05,1715-02-25,male,Zichuan District,Pu,Songling
971,萠円,1889-01-04,1936-03-11,,,Hoen,
972,萠円山人,1889-01-04,1936-03-11,,,Hoensanjin,
1377,細井吉造,1904-00-00,1936-11-04,,,Hosoi,Yoshizo
371,細井和喜蔵,1897-05-09,1925-08-18,male,,Hosoi,Wakizo
927,穂積重遠,1883-04-11,1951-07-29,male,東京府,Hozumi,Shigeto
1058,ホフマンエルンスト・テオドーア・アマーデウス,1776-01-24,1822-06-25,,,Hoffmann,Ernst Theodor Amadeaus
302,堀口九万一,1865-02-23,1945-10-30,male,,Horiguchi,Kumaichi
303,本庄陸男,1905-02-20,1939-07-23,male,北海道,Honjo,Mutsuo
1361,本田親二,1885-00-00,1948-00-00,,,Honda,Shinji
1555,本多静六,1866-08-11,1952-01-29,male,埼玉郡,Honda,Seiroku
1719,前田普羅,1884-04-18,1954-08-08,male,東京都,Maeda,Fura
928,前田夕暮,1883-07-27,1951-04-20,male,神奈川県,Maeda,Yugure
1297,前田河広一郎,1888-11-13,1957-12-04,male,仙台市,Maedako,Hiroichiro
1585,槙村浩,1912-06-01,1938-09-03,male,Kochi,Makimura,Ko
1175,槙本楠郎,1898-08-01,1956-09-14,male,Okayama Prefecture,Makimoto,Kusuro
1117,マクドナルドジョージ,1824-04-10,1905-09-18,male,Huntly,MacDonald,George
1676,正木不如丘,1887-02-26,1962-07-30,male,,Masaki,Fujokyu
1472,松井須磨子,1886-03-08,1919-01-05,female,清野村,Matsui,Sumako
1408,松浦武四郎,1818-03-12,1888-02-10,male,小野江村,Matsuura,Takeshiro
1447,松崎天民,1878-05-18,1934-07-22,male,落合町,Matsuzaki,Tenmin
104,松永延造,1895-04-26,1938-11-20,male,横浜市,Matsunaga,Enzo
307,松濤明,1922-03-05,1949-01-06,male,仙台市,Matsunami,Akira
1556,松村任三,1856-02-14,1928-05-04,male,Ibaraki Prefecture,Matsumura,Jinzo
1434,松本幸四郎,1870-05-12,1949-01-28,unknown,,Matsumoto,Koshiro
1622,松本淳三,1895-01-01,1950-10-09,male,,Matsumoto,Junzo
308,松本泰,1887-02-22,1939-04-19,male,東京都,Matsumoto,Tai
309,真山青果,1878-09-01,1948-03-25,male,仙台市,Mayama,Seika
1708,マラルメステファヌ,1842-03-18,1898-09-09,male,Paris,Mallarme,Stephane
1138,マルクスカール・ハインリッヒ,1818-05-05,1883-03-14,male,Trier,Marx,Karl Heinrich
1758,マンパウル・トーマス,1875-06-06,1955-08-12,male,Lübeck,Mann,Paul Thomas
788,三浦環,1884-02-22,1946-05-26,female,京橋,Miura,Tamaki
792,三木竹二,1867-10-02,1908-01-10,male,,Miki,Takeji
793,三沢勝衛,1885-01-25,1937-08-18,male,,Misawa,Katsue
22,三島霜川,1876-07-30,1934-03-07,male,,Mishima,Sosen
1074,水谷まさる,1894-12-25,1950-05-25,male,東京都,Mizutani,Masaru
941,水野葉舟,1883-04-09,1947-02-02,male,東京都,Mizuno,Yoshu
1133,三田村鳶魚,1870-04-17,1952-05-14,male,八王子市,Mitamura,Engyo
1698,光田健輔,1876-01-12,1964-05-14,male,山口県,Mitsuda,Kensuke
973,三鳥山人,1889-01-04,1936-03-11,,,Midorisanjin,
1400,松村みね子,1878-02-10,1957-03-19,female,Tokyo,Matsumura,Mineko
800,水上滝太郎,1887-12-06,1940-03-23,male,Tokyo,Minakami,Takitaro
1394,丸山英観,1885-01-18,1956-02-05,,,Maruyama,Eikan
1288,宮城道雄,1894-04-07,1956-06-25,male,神戸外国人居留地,Miyagi,Michio
147,三浦久,1945-00-00,,male,,Miura,Hisashi
1871,三宅周太郎,1892-07-22,1967-02-14,male,兵庫県,Miyake,Shutaro
804,三宅やす子,1890-03-15,1932-01-18,female,京都市,Miyake,Yasuko
805,宮崎湖処子,1864-09-20,1922-08-09,male,福岡県,Miyazaki,Koshoshi
1494,水上茂樹,,,,,Minakami,Shigeki
801,三宅幾三郎,1897-10-15,1941-05-01,male,兵庫県,Miyake,Ikusaburo
929,宮島資夫,1886-08-01,1951-02-19,male,,Miyajima,Sukeo
1446,宮地嘉六,1884-06-11,1958-04-10,male,佐賀市,Miyachi,Karoku
809,宮原晃一郎,1882-09-02,1945-06-10,male,鹿児島市,Miyahara,Koichiro
1717,ミュッセアルフレッド,1810-12-11,1857-05-02,,,Musset,Alfred
312,村井政善,,1937-00-00,,,Murai,Masayoshi
346,村岡博,1895-02-03,1946-04-19,,,Muraoka,Hiroshi
815,村上浪六,1865-11-01,1944-12-01,male,堺市,Murakami,Namiroku
1559,村越三千男,1880-00-00,1948-00-00,male,埼玉県,Murakoshi,Michio
1225,村山俊太郎,1905-07-15,1948-12-09,,,Murayama,Toshitaro
1764,モースエドワード・シルヴェスター,1838-06-18,1925-12-20,male,Portland,Morse,Edward Sylvester
1035,モーゼスウィリアム・ステイントン,1839-00-00,1892-00-00,male,Donington,Moses,William Stainton
1376,百瀬慎太郎,1892-00-00,1949-03,male,,Momose,Shintaro
1623,百田宗治,1893-01-25,1955-12-12,male,大阪府,Momota,Soji
1977,森於菟,1890-09-13,1967-12-21,male,東京府,Mori,Otto
1640,森竹夫,1905-00-00,1946-00-00,,,Mori,Takeo
1652,森川義信,1918-10-11,1942-08-13,,,Morikawa,Yoshinobu
1826,森下雨村,1890-02-23,1965-05-16,male,,Morishita,Uson
826,森田草平,1881-03-19,1949-12-14,male,岐阜市,Morita,Sohei
1864,森田正馬,1874-01-18,1938-04-12,male,高知市,Morita,Masatake
883,モルナールフェレンツ,1878-01-12,1952-04-01,male,Budapest,Molnar,Ferenc
1891,矢崎源九郎,1921-03-26,1967-02-23,male,,Yazaki,Genkuro
1083,矢崎嵯峨の舎,1863-03-01,1947-10-26,,,Yazaki,Saganoya
317,矢田津世子,1907-06-19,1944-03-14,female,秋田県,Yada,Tsuseko
1656,矢田部達郎,1893-10-24,1958-03-24,male,東京都,Yatabe,Tatsuro
1538,矢内原忠雄,1893-01-27,1961-12-25,male,今治市,Yanaihara,Tadao
831,柳川春葉,1877-03-05,1918-01-09,male,下谷区,Yanagawa,Shun'yo
1934,柳原白蓮,1885-10-15,1967-02-22,female,桜田町,Yanagiwara,Byakuren
1641,藪田忠夫,1912-00-00,1943-01,,,Yabuta,Tadao
1080,藪野椋十,1872-06-03,1926-04-09,male,Saga Prefecture,Yabuno,Mukuju
1969,矢部貞治,1902-11-09,1967-05-07,male,,Yabe,Teiji
1949,山浦貫一,1893-03-20,1967-09-26,male,上田市,Yamaura,Kan'ichi
1801,山川方夫,1930-02-25,1965-02-20,male,東京市,Yamakawa,Masao
1662,山口芳光,,1930-00-00,,,Yamaguchi,Yoshimitsu
1777,山崎富栄,1919-09-24,1948-06-13,female,東京都,Yamazaki,Tomie
837,山路愛山,1865-01-23,1917-03-14,male,浅草,Yamaji,Aizan
1391,山下博章,1898-00-00,1943-12-05,male,,Yamashita,Hiroaki
1208,山下利三郎,1892-00-00,1952-03-29,male,四国,Yamashita,Risaburo
1334,山田済斎,1867-12-18,1952-11-21,male,,Yamada,Seisai
1889,山中峯太郎,1885-12-15,1966-04-28,male,大阪府,Yamanaka,Minetaro
1693,山之口貘,1903-09-11,1963-07-19,male,那覇市,Yamanokuchi,Baku
1845,村田稔雄,1923-00-00,,,,Murata,Toshio
870,山本勝治,,1929-03-17,,,Yamamoto,Katsuji
319,山本宣治,1889-05-28,1929-03-05,male,Uji,Yamamoto,Senji
370,横瀬夜雨,1878-01-01,1934-02-14,male,,Yokose,Yau
1994,森郁夫,1929-00-00,1966-00-00,unknown,高知県,Mori,Ikuo
321,与謝野礼厳,1823-10-16,1898-08-17,male,,Yosano,Reigon
1328,吉井幸蔵,1856-01-02,1927-10-07,male,,Yoshii,Kozo
322,吉江孤雁,1880-09-05,1940-03-26,male,Shiojiri,Yoshie,Kogan
1258,吉田甲子太郎,1894-03-23,1957-01-08,male,,Yoshida,Kinetaro
1177,吉田絃二郎,1886-11-24,1956-05-21,male,,Yoshida,Genjiro
1924,吉田茂,1878-09-22,1967-10-20,male,臼杵市,Yoshida,Shigeru
1741,吉田松陰,1830-09-20,1859-11-21,male,萩市,Yoshida,Shoin
323,吉野作造,1878-01-29,1933-03-18,male,古川市,Yoshino,Sakuzo
1974,吉野秀雄,1902-07-03,1967-07-13,male,高崎市,Yoshino,Hideo
1659,吉本明光,1899-00-00,1960-00-00,,,Yoshimoto,Akimitsu
43,吉行エイスケ,1906-05-10,1940-07-08,male,岡山市,Yoshiyuki,Eisuke
1983,淀野隆三,1904-04-16,1967-07-07,male,京都府,Yodono,Ryuzo
1196,ランドハンス,1861-08-25,1939-08-31,male,Berlin,Land,Hans
1164,リカードデイヴィッド,1772-04-19,1823-09-11,male,London,Ricardo,David
1089,リットンエドワード・ジョージ・アール・ブルワー,1803-05-25,1873-01-18,,,Lytton,Edward George Earle Bulwer
1937,笠信太郎,1900-12-11,1967-12-04,male,,Ryu,Shintaro
30,山形浩生,1964-03-13,,male,東京都,Yamagata,Hiroo
960,山川丙三郎,1876-00-00,1947-00-00,male,,Yamakawa,Heisaburo
326,ルヴェルモーリス,1875-08-29,1926-04-15,male,Vendôme,Level,Maurice
358,ルモンニエーカミーユ,1844-03-24,1913-06-13,male,Ixelles - Elsene,Lemonnier,Camille
356,レニエアンリ・ド,1864-12-28,1936-05-23,male,Honfleur,Regnier,Henri de
332,ワイルドオスカー,1854-10-16,1900-11-30,male,Dublin,Wilde,Oscar
331,若杉鳥子,1892-12-21,1937-12-18,female,東京市,Wakasugi,Toriko
1501,若林玵蔵,1857-09-19,1938-05-03,male,埼玉郡,Wakabayashi,Kanzo
100,山本ゆうじ,1960-03-08,,male,東京都,Yamamoto,Yuji
98,結城浩,1963-00-00,,male,,Yuki,Hiroshi
1203,ワタナベオン,1902-08-26,1930-02-10,male,Hokkaido,Watanabe,On
1185,ワルラスマリー・エスプリ・レオン,1834-12-16,1910-01-05,,,Walras,Marie Esprit Leon
1657,アークムフレデリック,1769-03-29,1838-06-28,male,Bückeburg,Accum,Friedrich
330,青木栄瞳,,,female,,Aoki,Eime
1790,青空文庫,,,unknown,,Aozora Bunko,
130,秋野平,,,,,Akino,Taira
139,朝倉克彦,,,,,Asakura,Katsuhiko
1964,天川恵三郎,1864-00-00,1934-04-05,male,北海道,Amakawa,Keizaburo
1842,アレンジェームズ,1864-11-28,1912-01-24,unknown,,Allen,James
1813,石塚浩之,,,,,Ishizuka,Hiroyuki
200,岩本良子,,,female,,Iwamoto,Ryoko
1663,上里春生,1897-00-00,1939-06-02,,,Uezato,Haruo
32,植松真人,1962-01-01,,male,,Uematsu,Masato
180,ヴォルテール,1694-00-00,1778-00-00,male,Paris,Voltaire,
1783,エリオットジェイムズ・サンヅ,1880-05-28,1959-10-26,male,,Elliott,James Sands
1916,円城塔,1972-09-15,,male,札幌市,EnJoe,Toh
2035,オーウェルジョージ,1903-06-25,1950-01-21,male,Motihari,Orwell,George
1955,太田健一,1936-02-15,2016-01-23,male,Tochigi Prefecture,Ota,Ken'ichi
97,オー・ヘンリー,1862-09-11,1910-06-05,male,Greensboro,O. Henry,
1940,小倉右一郎,1881-06-09,1962-07-15,male,,Ogura,Yuichiro
206,小沢真理子,,,,,Ozawa,Mariko
1574,オスラーウイリアム,1849-07-12,1919-12-29,male,Bond Head,Osler,William
1727,オルファースジビュレ・フォン,1881-05-08,1916-01-29,female,Königsberg,Olfers,Sibylle von
1841,カーペンターケニス・Ｊ,1923-00-00,,,,Carpenter,Kenneth J.
1506,片岡義男,1939-03-20,,male,東京都,Kataoka,Yoshio
223,カワードノエル,1899-12-16,1973-03-26,male,Teddington,Coward,Noel
1345,川合貞一,1870-03-29,1955-06-19,male,美濃市,Kawai,Teiichi
99,菊池美範,,,,,Kikuchi,Yoshinori
373,北畠尊也,1967-00-00,,,,Kitabatake,Takaya
1602,金鍾漢,1914-02-28,1944-09-27,male,Kyongsong County,Kim,Chong-han
1561,ギャロッドアーチボルド,1857-11-25,1936-03-28,male,London,Garrod,Archibald
1882,キングスフォードアンナ,1846-09-16,1888-02-22,female,Maryland,Kingsford,Anna
1464,クラークヘンリ・サヴィル,1841-00-00,1893-00-00,male,,Clarke,Henry Savile
1686,グリーナウェイケイト,1846-03-17,1901-11-06,female,London,Greenaway,Kate
215,栗林元,,,,,Kuribayashi,Hajime
1950,クロッサーマイラ・ジョー,1880-00-00,1962-00-00,,,Closser,Myla Jo
122,桑原一世,1946-02-01,2006-02-28,female,,Kuwabara,Ichiyo
108,小泉英政,1948-00-00,,male,,Koizumi,Hidemasa
1756,コールデコットランドルフ,1846-03-22,1886-02-12,male,Chester,Caldecott,Randolph
16,小中千昭,1961-04-04,,male,東京都,Konaka,Chiaki
1241,ゴルドンエリザベス、アンナ,1851-00-00,1925-00-00,,,Gordon,Elizabeth Anna
151,西府章,,,,,Saifu,Akira
54,佐野良二,1940-00-00,,,,Sano,Ryoji
1918,澤西祐典,1986-07-12,,male,兵庫県,Sawanishi,Yuten
1265,サン＝テグジュペリアントワーヌ・ド,1900-06-29,1944-07-31,male,2nd arrondissement of Lyon,Saint-Exupery,Antoine de
1548,シェーンハイマールドルフ,1898-05-10,1941-09-11,male,Berlin,Schoenheimer,Rudolf
1919,シェミンマーガレット,192X-00-00,1976-00-00,,,Shemin,Margaretha
1591,ジェンナーエドワード,1749-05-17,1823-01-26,male,Berkeley,Jenner,Edward
1877,シガーヨンスソンフロスティ,1962-12-19,,male,Reykjavík,Sigurjónsson,Frosti
1492,シゲリストヘンリー・Ｅ,1891-00-00,1957-00-00,male,10th arrondissement of Paris,Sigerist,Henry E.
594,芝不器男,1903-04-18,1930-02-24,male,,Shiba,Fukio
1367,嶋中雄作,1887-02-02,1949-01-17,male,,Shimanaka,Yusaku
84,清水哲男,1938-02-15,2022-03-07,male,東京都,Shimizu,Tetsuo
90,清水鱗造,1950-00-00,,,,Shimizu,Rinzo
210,シュヴァルツエフゲーニイ,1896-00-00,1958-00-00,male,Kazan,Shvarts,Evgeniy
21,白田秀彰,1968-04-03,,male,延岡市,Shirata,Hideaki
1493,ジンサーハンス,1878-11-17,1940-09-04,male,New York City,Zinsser,Hans
92,鈴木志郎康,1935-05-19,2022-09-08,male,亀戸,Suzuki,Shiroyasu
1930,鈴木牧之,1770-02-22,1842-06-23,male,Shiozawa,Suzuki,Bokushi
335,ストールマンリチャード,1953-00-00,,male,Manhattan,Stallman,Richard
